make,model,version,price,fuel,year,kms,shift,is_professional,dealer,province,publish_date,insert_date
35,195,1729,421,5,34,1269,1,1,1585,2,2502,21
20,594,1165,485,5,40,16,2,1,2016,8,426,39
47,592,2876,184,5,30,1243,1,1,1978,38,621,11
3,410,258,938,1,39,365,1,1,2287,7,4609,56
38,83,1940,130,5,27,1594,2,1,1511,29,2386,9
33,170,1662,504,5,19,1383,1,1,1384,29,4035,52
15,465,843,252,1,28,1698,2,1,2748,13,4485,59
55,564,3435,1084,7,38,532,1,1,2825,49,2385,9
41,370,2573,585,5,39,613,2,1,1982,46,1897,32
33,158,1578,107,1,23,2034,1,0,1758,30,1252,7
46,381,2828,69,1,28,1966,2,0,65,31,1054,56
29,436,1373,1034,1,36,1048,1,0,43,29,550,57
45,299,2700,334,5,38,1052,2,1,1391,7,1302,11
3,57,115,81,1,24,1904,2,0,552,17,2531,54
33,549,1714,579,1,32,822,2,0,486,6,307,34
35,342,1736,278,5,30,1675,2,0,1313,6,949,19
15,223,812,469,1,36,707,2,1,1501,44,603,31
54,82,3036,894,1,38,342,1,1,1550,7,4701,52
55,566,3447,1004,1,38,1028,1,1,1525,29,666,29
47,592,2879,68,5,25,1549,1,0,397,7,877,62
41,370,2523,127,5,29,1539,2,0,1393,2,290,32
26,492,1289,723,5,40,0,2,1,2238,45,3450,39
3,57,126,662,1,36,1349,1,1,2078,36,2119,12
33,158,1601,340,1,28,1483,1,1,1841,7,566,26
41,370,2553,405,5,26,1408,2,1,2578,2,1203,6
41,175,2427,191,1,35,1568,2,1,2095,29,4732,62
55,541,3418,966,1,37,694,1,1,2881,16,2849,26
3,416,288,1124,1,39,644,1,1,908,46,4399,45
8,92,518,37,1,19,2043,2,0,705,38,664,24
38,179,1954,325,1,37,1191,2,1,1370,29,2179,9
18,68,1070,261,5,31,1477,2,0,1636,29,129,44
39,11,2118,77,5,24,1187,2,0,1884,38,872,12
47,592,2871,460,5,39,131,1,1,2906,7,2922,34
15,36,769,284,5,38,691,2,1,1059,29,3817,56
39,32,2255,23,1,24,2089,2,0,1341,2,448,20
8,106,565,485,5,38,574,2,1,1494,7,4832,59
35,342,1736,696,5,38,700,2,0,683,29,627,2
54,272,3068,183,1,28,1875,2,0,1401,31,23,10
53,89,2966,224,5,37,1275,2,1,2721,40,4126,61
39,37,2271,228,1,30,1772,1,1,2661,7,574,9
6,136,492,289,1,32,1623,1,0,63,44,247,29
3,61,224,278,1,27,1824,1,0,49,2,2622,34
38,191,1955,39,1,22,1775,2,0,273,45,714,33
8,114,646,96,5,26,1580,2,1,1511,29,2382,18
9,339,728,289,1,34,1134,2,1,1122,42,2152,30
35,342,1745,310,5,30,1248,2,1,1968,29,3118,25
39,10,2117,453,1,37,905,2,1,2473,29,3161,30
54,272,3116,564,5,39,467,2,1,1550,7,4574,48
41,285,2458,59,5,24,1651,2,0,79,44,540,20
47,592,2873,520,5,36,985,1,1,2662,44,4400,49
29,250,1344,244,1,27,1909,2,0,1913,4,2669,61
1,355,33,126,5,28,1717,2,0,1761,29,2507,33
26,399,1270,302,5,39,204,2,1,2233,17,3342,40
8,103,544,289,5,39,453,2,1,2469,46,3541,34
38,302,2036,375,1,36,1408,1,0,1620,29,4545,63
33,150,1484,846,1,39,250,1,1,2193,29,2257,19
16,362,1008,59,1,25,1781,2,0,419,21,1736,9
16,102,862,124,1,28,2028,2,0,501,0,6,7
16,243,893,542,3,40,0,2,1,2101,7,4905,61
1,3,15,104,1,27,1784,2,0,546,18,1442,37
33,157,1571,373,1,27,1858,1,1,2069,43,527,51
39,31,2251,155,1,31,1766,2,1,894,38,4844,58
32,351,1439,97,5,25,1671,2,0,312,29,602,0
16,243,905,164,1,35,1784,2,1,2560,29,3566,29
16,102,862,114,1,27,1964,2,0,99,12,1439,0
1,270,24,763,1,38,707,1,0,306,44,2,9
3,56,60,258,1,28,1682,2,0,711,44,1884,48
39,13,2093,86,5,28,1799,2,0,655,44,225,30
24,238,1211,1027,5,36,932,1,1,2768,29,1964,11
41,331,2508,220,1,32,1292,2,0,1682,29,412,42
26,492,1300,532,1,37,1443,2,1,2753,35,4930,63
5,468,321,645,1,38,676,2,1,1743,38,3277,25
5,472,361,893,1,39,267,1,0,259,24,93,49
33,258,1689,1093,1,39,754,1,1,1590,44,4006,51
41,175,2392,65,1,24,1257,2,0,535,7,508,13
38,583,2089,439,1,35,903,2,0,1392,38,2263,44
19,292,1104,731,5,25,1573,1,0,1626,46,48,1
41,370,2543,423,1,37,1495,2,1,2592,15,1565,53
15,220,809,100,1,29,1925,2,0,71,29,52,5
54,198,3067,842,1,40,840,2,1,1591,29,2744,29
8,109,592,171,1,34,1784,2,0,1872,0,94,15
26,139,1254,377,1,35,1086,2,1,2473,29,4455,47
54,82,3036,996,1,40,319,1,1,2261,44,4041,63
33,152,1512,148,1,22,2056,1,0,1806,31,30,11
54,393,3215,383,1,31,1865,1,1,1721,30,2732,39
33,259,1688,1134,1,40,1,1,1,1572,29,4053,44
54,392,3231,177,1,27,1857,2,0,686,46,2033,43
41,317,2496,196,1,35,1477,2,1,1016,12,1205,29
38,191,1962,552,5,40,9,2,1,727,2,2583,13
45,338,2781,323,1,35,1430,2,1,2192,15,3558,48
38,191,1974,383,3,39,607,2,1,2884,7,4726,53
54,272,3118,405,1,36,1373,2,1,2773,26,2827,22
54,501,3304,754,5,40,73,1,1,2044,7,4214,56
53,86,2943,390,1,37,1405,2,1,1493,29,3932,35
39,25,2194,26,1,20,1823,2,0,1405,21,1605,12
8,488,704,724,1,39,642,2,1,962,2,3694,37
18,122,1080,452,1,35,1061,2,1,1371,41,1611,11
54,273,3146,148,5,26,1713,1,0,527,10,2671,45
8,111,606,392,1,37,376,2,1,1023,7,2301,12
20,506,1149,584,1,36,1227,2,1,1501,44,764,15
54,392,3034,202,1,31,1820,2,0,295,48,3560,46
3,56,63,41,5,20,1904,2,1,1515,9,2163,49
38,83,1912,244,1,36,1545,2,1,1742,40,1157,9
3,415,279,884,1,33,1294,1,0,1901,9,327,26
33,163,1636,976,1,37,700,1,0,1650,49,3353,47
37,542,1871,20,1,19,1761,2,0,51,10,4295,45
37,356,1811,86,5,27,1784,2,0,1295,44,2749,54
8,105,580,518,5,40,0,2,1,2808,46,4561,49
41,347,2519,473,1,36,1850,2,1,2395,15,2444,44
41,285,2455,555,1,37,1247,2,1,2235,29,2202,24
54,392,3194,321,1,32,1814,2,1,2432,33,1409,0
5,595,482,927,2,39,187,1,1,2252,46,982,1
54,400,3254,176,1,30,1769,2,1,2045,3,1992,5
53,576,3022,287,5,36,1140,2,1,2496,38,3935,56
26,377,1263,865,5,41,1,1,1,2678,7,4854,62
41,321,2506,906,1,39,455,1,1,2604,35,3337,41
39,10,2102,570,5,38,523,1,1,1109,18,3781,45
45,338,2772,627,1,39,602,1,1,2668,29,4541,63
3,57,176,945,5,39,0,1,1,938,29,913,13
8,109,590,188,1,31,1690,2,0,654,17,1219,46
53,576,3030,434,6,36,339,1,1,2261,44,3527,31
5,468,323,504,1,35,353,2,1,1716,43,1838,49
29,219,1339,837,1,36,908,1,1,1196,31,4496,47
5,472,369,188,1,26,1922,2,0,205,29,243,12
29,435,1361,799,1,37,1219,2,1,1066,38,4149,43
39,42,2303,928,5,39,2,1,1,2659,29,1896,11
16,267,861,208,1,28,1651,2,0,650,17,1352,49
5,561,314,651,1,29,1465,1,0,1802,29,1650,40
35,195,1726,797,5,39,337,1,1,2761,29,3997,36
30,373,1399,872,6,37,857,1,1,1525,29,3552,57
3,57,117,132,5,25,1701,2,0,599,49,442,5
16,247,944,59,1,26,1820,2,1,2083,38,3977,53
53,333,2994,813,1,36,1489,2,1,922,16,3287,24
8,111,607,457,1,38,564,2,1,1208,35,1664,5
5,472,350,73,5,22,1904,2,0,49,10,3840,45
8,375,701,172,1,33,1610,2,1,1555,17,3093,30
18,122,1088,321,5,29,1775,1,1,1538,2,3426,30
49,385,2899,703,1,36,946,1,1,2728,9,3839,37
38,582,2076,155,1,30,1624,2,0,501,29,2117,32
15,40,796,631,5,40,0,2,1,2100,30,2820,22
54,392,3192,716,5,39,278,2,1,2149,31,2297,20
33,156,1568,97,5,19,1885,1,1,1821,29,1237,7
26,492,1288,455,5,35,785,2,1,1520,2,3394,26
45,299,2692,29,1,24,1943,2,0,179,17,2894,27
38,302,2023,427,1,36,1600,2,0,163,32,1639,2
54,519,3350,437,1,36,1717,1,1,2407,46,2401,26
53,333,2996,391,1,27,2046,2,0,605,3,990,28
33,150,1494,910,5,39,146,1,1,1984,25,4714,63
3,57,171,391,1,28,1633,2,0,267,23,4649,61
3,57,42,9,5,16,1975,2,0,777,19,2940,35
16,525,1062,244,1,34,1710,2,1,2580,31,818,43
49,385,2898,133,1,30,2074,2,0,1871,43,4270,50
54,131,3050,378,1,29,2064,1,1,2302,32,4318,63
8,109,516,87,1,30,1820,2,0,777,18,3284,57
35,342,1737,485,1,35,1101,2,1,2252,46,2920,27
38,582,2076,128,1,26,1412,2,0,42,22,490,15
4,184,311,1088,5,32,1002,1,1,1389,31,2218,25
26,139,1256,516,1,38,565,2,0,1485,40,165,6
36,386,1769,921,7,39,519,1,1,1170,29,4580,62
5,468,314,296,1,32,1623,2,0,747,18,600,12
39,42,2296,250,1,34,1814,1,0,1444,38,824,30
5,559,453,671,1,34,1480,2,1,981,29,4380,49
16,243,892,391,5,38,1249,2,0,594,7,897,42
33,156,1569,148,5,18,1904,1,0,293,7,961,5
39,42,2283,357,1,35,1465,2,1,1947,29,2838,29
8,92,521,312,1,34,1759,2,1,1132,12,997,31
7,23,508,252,1,27,1828,1,0,672,43,3693,55
3,415,279,909,1,32,922,1,1,2301,29,148,13
38,191,1987,565,1,40,9,2,1,2482,17,3488,42
16,324,1000,518,1,35,1052,2,1,2493,44,1983,5
5,468,331,713,5,39,158,1,1,1357,14,4918,59
35,342,1739,244,5,25,1708,2,0,102,29,723,11
45,299,2692,37,1,19,1610,2,0,284,7,192,29
5,557,435,716,1,36,1113,2,1,1359,4,4723,54
31,269,1407,954,5,34,998,1,1,2438,29,3389,39
5,474,314,199,1,26,1820,1,0,480,38,1212,15
33,158,1578,114,5,12,1685,2,0,738,29,1820,2
41,137,2383,671,1,40,226,2,1,2696,17,4103,48
38,83,1920,570,1,38,410,2,0,140,31,2292,13
16,447,1045,155,1,27,1871,2,0,183,20,716,5
33,162,1626,1015,1,39,573,1,1,1504,31,2395,21
3,413,263,703,1,35,912,2,1,1979,44,1739,26
33,151,1504,136,1,25,1887,2,0,469,21,1582,7
41,175,2433,338,5,36,276,2,1,1982,46,1640,43
39,28,2209,222,5,31,1327,1,1,1078,43,2564,15
18,149,1095,114,1,26,1887,2,0,1625,44,2708,60
37,303,1798,555,5,37,157,1,1,1979,44,3856,45
39,25,2093,92,5,15,1408,2,0,1808,19,3131,34
32,351,1447,80,5,24,1814,2,1,931,29,1500,1
29,435,1365,772,1,35,1189,1,1,888,29,1623,54
16,247,951,74,5,28,1904,2,1,2637,48,2436,34
33,600,1691,651,0,37,1385,0,1,2855,29,2303,10
39,28,2207,131,1,28,1859,2,0,761,46,170,8
20,599,1189,289,1,32,1532,2,0,1416,18,25,1
26,399,1270,316,5,40,264,2,1,2241,40,4460,48
6,201,494,281,5,33,1102,1,1,2473,7,1166,9
3,54,47,301,5,32,1589,2,0,39,25,708,3
33,168,1648,267,1,28,1847,1,0,30,4,2440,31
36,386,1768,834,7,37,1026,1,1,1533,29,1087,16
45,299,2693,59,1,23,1914,2,0,625,23,2407,19
45,299,2637,27,1,20,1690,2,0,1887,36,2653,39
45,299,2692,177,1,30,1532,2,0,1343,2,1274,0
20,506,1135,532,5,37,113,2,0,1823,15,661,5
5,472,392,1077,5,7,1841,2,1,2585,24,741,16
41,175,2423,240,5,37,985,2,1,2378,25,2154,15
21,412,1195,686,1,38,667,1,1,1574,29,4001,47
6,201,493,173,1,31,1365,2,0,130,18,539,7
53,576,3032,164,5,33,1591,2,1,923,29,709,0
5,579,479,421,5,28,1005,2,0,1682,31,4648,58
33,172,1672,998,1,39,725,2,1,1270,12,4133,39
39,26,2197,59,5,23,1460,2,0,1449,7,345,22
38,191,1971,53,1,30,2012,2,0,1643,20,542,0
8,277,673,196,1,31,1483,2,0,578,44,3780,63
45,64,2643,204,1,26,770,2,1,922,16,4336,62
45,338,2766,194,1,27,1713,2,1,1046,10,1947,7
3,413,269,837,1,35,912,1,1,1122,42,2129,19
5,561,463,504,1,28,1864,1,0,99,29,4608,60
3,56,42,53,1,23,1884,2,0,368,7,4808,56
46,241,2812,341,5,38,631,2,1,2660,38,4464,51
38,361,2052,380,5,38,1177,2,1,2814,30,4610,51
3,62,230,779,1,33,1720,1,1,2601,26,1570,18
3,56,91,468,1,35,1527,2,1,2386,43,1348,7
16,324,1006,953,7,40,0,1,1,2102,2,2521,18
5,561,469,964,1,35,1743,1,1,1862,3,2094,10
39,13,2147,134,1,27,1791,2,0,55,30,54,7
5,557,439,791,5,38,595,2,1,2339,25,3172,48
5,474,416,26,1,21,2000,2,0,684,40,1061,40
30,531,1406,951,6,40,146,1,1,2189,7,1923,14
16,247,920,718,6,40,33,2,1,2217,43,4016,46
33,171,1667,301,5,27,1439,2,0,762,4,4575,54
5,472,358,871,1,38,281,1,1,878,43,1864,7
53,333,2996,662,1,27,1843,2,1,1178,4,1434,20
16,310,978,182,5,34,1349,2,1,1978,38,678,40
5,472,367,837,1,38,1109,1,1,1380,8,3726,33
54,366,3186,570,1,27,1952,2,0,332,34,432,13
16,311,979,29,5,26,1690,2,0,1892,38,18,1
45,80,2662,693,5,40,1,2,1,1212,29,1008,4
39,391,2337,74,1,25,1713,2,0,605,16,3355,56
45,299,2692,29,5,16,1100,2,0,465,0,1165,1
6,232,498,126,1,30,1269,2,0,236,4,649,3
16,286,975,405,1,33,1363,2,1,2473,46,1569,14
5,472,355,294,5,28,1282,2,1,1945,29,788,5
41,137,2384,857,7,40,133,2,1,2218,23,3986,49
44,51,2633,114,1,26,1864,2,0,1940,16,68,10
33,151,1499,171,1,29,1835,1,0,295,29,1287,9
4,186,313,1138,5,32,714,1,1,2547,31,2344,9
54,514,3324,426,1,35,1088,2,1,1240,25,2953,33
45,338,2744,76,1,21,1959,2,0,608,39,4736,58
33,158,1576,521,1,32,1762,1,0,11,29,894,7
41,424,2588,96,5,4,1428,2,0,738,2,17,0
33,150,1475,126,1,26,1887,2,0,749,30,690,11
3,503,307,193,5,20,1690,2,1,2909,44,675,54
5,472,385,86,1,23,1989,2,0,1453,7,2091,23
53,576,3026,439,5,40,115,2,1,2093,0,3681,41
38,70,1892,267,5,37,958,2,1,2384,31,3340,46
41,466,2599,573,1,37,413,2,1,2442,31,4734,53
53,86,2954,354,1,34,1383,2,1,2308,29,4821,61
54,392,3034,155,1,27,1875,2,0,636,33,2510,16
5,472,393,1021,5,35,1605,1,1,2178,29,4171,58
5,472,386,502,1,31,1727,1,1,2010,46,814,29
18,122,1078,261,1,27,1925,2,0,1335,25,376,4
55,566,3448,1103,5,39,183,1,1,985,6,4763,61
33,255,1677,863,5,40,22,1,1,2062,2,3250,26
16,407,1042,581,5,40,150,2,1,1992,29,2315,12
3,60,213,210,5,25,1717,1,1,1740,7,3674,32
45,84,2670,671,5,39,463,2,1,2864,18,1143,5
54,392,3233,504,1,33,1294,1,0,33,38,3792,33
5,468,331,860,5,40,102,1,1,1605,25,3451,30
54,392,3034,232,1,32,1914,2,0,123,0,4,11
41,370,2567,594,1,40,181,2,1,2566,29,3539,32
33,152,1528,812,1,35,789,1,1,919,49,2099,13
3,503,303,231,5,21,1843,2,1,2369,46,3297,37
33,172,1672,977,1,37,768,2,1,2366,30,2650,16
3,56,98,516,1,35,1717,2,1,1248,30,467,23
50,76,2907,107,5,30,1257,2,0,1900,44,4577,57
30,373,1397,958,6,39,289,2,1,2897,29,1330,9
39,10,2115,374,5,38,1158,2,1,2814,30,3096,44
7,387,507,33,5,21,1845,1,0,1647,29,2724,19
0,36,1,417,5,35,747,2,1,2535,4,3496,37
33,255,1678,1014,1,40,95,1,1,2703,7,3709,35
54,392,3221,662,5,36,1254,1,1,2473,46,4615,61
33,16,1463,196,5,11,1539,1,0,1427,44,3628,45
3,60,200,65,1,21,1985,2,0,1308,45,594,5
41,175,2407,336,3,39,615,2,1,1525,44,477,45
41,466,2593,97,5,26,1591,2,1,2631,44,691,1
39,11,2093,114,5,24,1623,2,0,104,35,3214,34
33,493,1695,617,1,37,1025,2,1,1730,18,4960,63
29,436,1374,950,1,35,1456,1,1,1574,29,3917,35
3,56,99,205,1,27,1717,1,0,1810,44,139,15
46,439,2849,294,1,37,1521,2,1,2251,35,4350,54
54,519,3357,671,1,38,662,2,1,2158,30,2014,6
54,138,3062,1027,1,40,32,1,1,2804,46,4218,58
41,523,2609,340,1,26,1952,2,0,731,35,1391,26
5,472,351,278,1,28,1623,2,0,47,31,335,8
16,247,932,321,1,36,1227,2,1,1215,15,3649,42
54,272,3117,424,1,36,1566,2,1,2186,29,1329,12
20,506,1145,427,1,35,1187,2,0,662,36,1961,17
41,370,2565,421,5,37,598,2,1,2451,0,4827,57
16,243,906,281,1,32,366,2,1,863,29,3390,30
41,508,2606,631,1,39,637,2,1,945,7,4395,45
15,221,801,461,1,39,1,2,1,1959,29,4717,56
46,319,2824,768,1,38,1103,1,1,1973,29,3119,37
41,137,2375,307,1,34,1623,2,1,2207,10,2712,36
40,344,2368,954,1,35,1732,1,0,13,29,1654,55
37,372,1825,194,1,36,1864,2,1,2169,25,1703,7
53,101,2972,703,6,39,423,1,1,2091,28,2214,13
5,468,319,321,1,35,1282,2,0,1431,46,3427,30
40,53,2351,1150,5,39,121,1,1,2288,31,1875,48
45,299,2720,60,1,27,1940,2,0,1942,21,60,18
38,543,2063,17,5,18,1578,2,0,365,35,3858,56
33,166,1639,1093,1,36,1125,1,1,882,48,1360,13
16,247,947,385,5,38,617,1,1,2334,44,4374,45
33,257,1686,1083,6,39,121,1,1,1099,2,1521,9
33,169,1650,340,1,28,1984,1,0,500,2,1951,47
3,59,191,1026,5,39,142,1,1,1712,44,4096,61
38,302,2017,278,1,30,1093,2,0,1803,3,744,0
41,234,2442,567,1,35,1458,2,1,2898,29,3950,40
5,472,367,1026,6,40,78,1,1,1021,38,2967,23
29,435,1367,754,1,35,1330,1,1,2728,20,4848,60
39,14,2163,490,5,39,315,2,1,2341,36,2736,20
45,338,2771,553,1,38,1298,1,1,1374,38,3374,53
40,344,2367,1060,1,37,1203,1,1,1238,0,1684,52
54,502,3311,876,1,40,1,2,1,1596,44,4331,43
53,403,3003,779,6,40,0,1,1,2100,30,2394,10
47,592,2875,165,5,32,1083,1,0,1473,7,210,1
45,299,2637,32,1,22,1607,2,0,1404,15,3421,33
15,39,787,504,1,39,479,2,1,930,29,1460,5
46,241,2809,340,5,39,654,2,1,832,31,1683,9
41,370,2583,485,5,37,775,2,0,1444,44,4314,45
45,80,2667,536,1,39,273,2,1,2715,29,4170,56
8,92,523,356,1,34,1509,2,0,547,37,972,2
8,92,516,228,1,29,1895,2,0,176,20,3904,35
9,222,723,323,1,36,1330,2,1,1979,44,424,46
33,150,1484,841,1,38,747,1,0,1432,29,1753,14
41,466,2373,100,1,25,1583,2,0,1827,5,1717,11
35,342,1742,418,1,37,1154,2,1,2408,21,4870,59
39,11,2119,12,5,24,1600,2,0,176,6,108,9
37,417,1854,643,5,38,633,2,1,2609,7,3524,36
16,243,898,254,5,36,1104,2,1,1209,31,2215,20
33,158,1577,38,0,20,1949,1,0,144,7,2404,41
16,229,877,532,5,39,502,2,1,2277,28,2352,25
5,474,414,439,1,31,1971,1,1,1060,5,3348,46
8,462,516,156,5,18,138,2,0,1662,41,770,58
41,370,2523,139,1,31,1904,2,0,1285,20,3638,56
41,370,2552,516,5,31,1539,2,1,1609,4,317,33
32,351,1448,609,1,38,921,2,1,2473,29,2175,15
5,578,477,570,5,21,1408,1,0,1874,2,4173,40
20,594,1160,439,5,39,321,2,0,1490,29,4929,61
16,247,943,165,1,26,961,1,0,533,2,193,29
5,473,397,755,1,35,1061,1,1,2062,2,2814,45
41,423,2585,191,5,8,2044,2,1,1751,36,1152,5
37,417,1867,671,1,38,457,2,1,1954,28,2733,17
3,410,246,473,1,33,1712,2,0,655,30,443,8
37,555,1778,59,1,26,1713,2,0,1914,41,1052,33
15,515,855,321,1,37,1392,2,1,870,29,4062,54
53,101,2972,651,6,37,818,1,0,323,29,89,17
33,152,1539,312,1,29,1713,2,1,2332,29,2850,26
33,164,1634,1080,1,36,1144,2,1,1732,28,4957,63
26,378,1266,829,7,40,230,1,1,2239,26,2236,14
39,26,2200,26,1,22,2022,2,0,300,40,1862,29
39,28,2243,289,1,36,1682,2,1,67,46,3008,40
41,312,2475,600,5,38,997,2,1,2473,46,3854,49
16,362,1032,56,1,26,2045,2,1,805,29,3461,27
37,417,1862,600,1,38,504,2,1,1252,29,3568,32
55,453,3389,952,5,39,218,1,1,1545,46,821,3
41,175,2415,241,5,33,1412,2,0,1898,40,1609,59
50,548,2929,745,5,40,1,1,1,2420,35,1757,8
20,231,1108,340,5,35,932,2,0,1869,43,470,1
54,272,3099,583,5,39,598,2,1,1047,30,4950,61
8,112,629,148,1,27,1753,1,1,2267,7,3624,41
3,55,57,54,1,23,2036,2,0,696,2,976,0
3,57,140,126,1,26,1952,2,1,2116,23,2635,14
41,175,2430,583,1,40,5,2,1,2840,48,951,1
16,526,1065,181,1,35,1698,2,1,1162,7,2145,31
54,392,3202,148,1,27,2026,2,1,839,31,1828,34
20,506,1144,570,1,36,1328,2,1,2318,7,3791,41
5,468,330,812,1,39,492,2,1,2469,6,838,2
16,310,977,145,5,36,1350,2,1,1677,25,2334,22
1,266,23,841,5,23,1774,2,1,1268,29,2779,31
15,532,860,50,1,22,2046,2,0,156,30,3425,46
3,449,296,921,5,36,931,1,1,1714,18,4771,57
33,171,1667,305,5,25,1971,2,0,469,21,531,1
16,527,1068,929,1,36,1387,2,0,1473,7,110,0
15,40,792,742,5,40,94,1,1,930,29,856,10
39,28,2208,252,1,35,1671,2,1,2828,38,1118,7
54,329,3178,177,1,23,1820,2,0,1349,29,3,53
38,191,1890,36,5,17,1005,2,0,198,31,1049,22
16,247,912,58,5,23,1698,1,0,314,31,724,33
8,571,706,53,1,17,2029,2,1,1237,33,782,12
26,492,1289,603,5,39,498,2,1,2886,29,3193,26
54,519,3347,104,1,26,2010,2,0,227,29,3914,38
37,327,1808,261,2,34,1068,1,0,608,3,2533,52
20,593,1157,320,5,38,286,2,1,2101,7,3953,35
5,557,437,860,1,39,432,2,1,2101,7,4667,54
38,302,1890,165,1,30,1814,2,0,383,27,1003,40
32,350,1437,114,1,28,1524,2,1,2595,29,4926,61
26,585,1319,481,5,39,474,2,1,2619,31,4054,45
0,38,10,457,5,37,885,2,0,1614,40,1685,6
54,400,3276,355,5,34,548,2,1,1233,4,4389,53
8,105,580,439,5,39,677,2,1,1111,10,4539,48
45,75,2653,244,1,30,1605,2,0,501,3,2105,47
54,272,3133,516,1,34,1659,1,1,2282,38,3053,36
3,72,42,100,1,22,1943,1,0,1809,5,1919,5
39,11,2118,53,5,23,1766,2,0,1289,44,4051,40
54,366,3185,358,1,29,1998,2,1,923,29,1066,19
25,182,1237,774,1,38,645,1,1,1574,29,2251,12
49,300,2896,739,5,40,19,1,1,914,7,227,5
37,303,1788,391,5,36,598,2,0,545,7,63,3
5,472,387,799,7,37,1408,1,1,2134,29,3675,62
16,254,966,167,5,31,728,2,1,2620,29,4287,48
33,152,1543,812,1,36,1465,1,1,1547,29,3087,25
54,514,3330,858,5,38,922,1,1,1265,44,3830,33
41,523,2608,165,1,26,84,2,0,1814,41,1438,5
54,272,3107,617,1,39,420,2,1,2108,2,4121,43
54,519,3348,100,1,23,2001,2,0,1409,14,344,6
35,342,1743,191,5,23,959,2,1,814,2,1895,9
39,37,2259,312,1,36,1766,1,1,1152,5,4206,53
24,568,1222,779,5,37,673,1,1,1145,45,2977,20
40,53,2348,1146,5,38,164,2,1,2431,46,3577,40
35,342,1737,349,1,30,1494,2,1,810,7,1832,26
8,575,713,42,1,22,1985,2,0,12,35,1948,13
5,472,361,424,1,34,1864,2,0,566,23,847,45
13,211,759,881,5,40,110,2,1,1710,29,1101,2
45,338,2748,319,4,35,1271,2,1,2473,2,4802,55
38,191,1967,233,1,36,1532,2,1,1704,31,3999,35
1,270,26,570,1,36,1362,2,1,2706,5,1699,52
41,370,2578,205,1,31,1648,2,0,501,0,511,45
40,142,2358,930,5,30,1279,1,1,2473,32,3730,32
41,285,2461,345,1,34,1265,2,1,2474,29,3944,47
37,394,1831,261,1,26,1864,2,0,1893,15,1918,6
55,454,3394,912,1,37,1240,1,1,2261,44,4342,44
55,564,3431,729,1,36,1200,1,1,2587,29,2106,22
45,509,2797,898,5,40,1,2,1,2630,7,992,3
46,314,2821,819,5,40,1,1,1,1116,21,1769,5
18,68,1070,183,1,27,1860,2,0,492,21,1920,33
8,114,643,15,1,22,1985,2,0,655,43,776,32
7,551,515,114,1,24,1864,2,1,1060,5,1357,6
16,447,1046,769,1,38,903,1,1,2801,16,3763,52
5,472,361,649,1,36,1465,1,1,1167,38,1868,9
37,303,1799,436,5,38,612,2,1,2378,25,2493,13
54,272,3149,906,5,40,71,2,1,2464,7,1411,16
33,151,1506,671,1,36,998,1,0,56,7,823,47
41,282,2453,75,1,28,1820,2,1,1466,29,3017,26
54,518,3343,1074,1,39,378,1,1,890,43,2133,33
55,566,3443,945,1,37,1154,1,1,2213,29,4922,61
37,130,1781,77,1,27,1864,2,0,492,26,3805,40
35,342,1733,441,1,36,714,2,1,888,29,1027,0
45,202,2682,50,1,25,2044,2,0,623,29,2931,35
3,60,200,47,1,23,2096,2,0,1480,18,3721,30
20,284,1110,671,1,36,1627,1,1,2473,38,4145,51
33,151,1507,997,1,40,1,1,1,1029,7,4780,56
37,555,1878,637,1,37,772,1,1,2479,29,4671,53
41,316,2493,452,1,40,20,2,1,2567,41,3321,34
54,272,3079,230,1,30,1871,2,0,453,10,133,2
54,82,3038,871,1,38,1320,1,0,1339,44,151,17
1,494,36,880,5,37,930,1,1,1018,29,905,7
54,400,3244,40,1,23,1914,2,0,1882,2,231,3
39,13,2093,136,5,27,1814,2,0,383,28,2006,10
41,285,2462,404,1,35,1223,2,0,1312,32,3818,50
35,342,1746,482,1,37,892,2,1,2401,29,3625,39
54,272,3034,188,5,20,702,2,0,1428,44,2505,13
3,57,128,552,1,36,1409,2,1,1145,45,2875,24
41,175,2392,114,1,27,1401,2,0,92,31,762,22
29,435,1358,804,1,37,794,1,0,508,18,115,48
9,339,730,230,1,33,1671,2,1,811,46,794,4
54,366,3184,558,1,28,1779,2,0,14,29,2606,42
33,493,1697,615,1,32,1760,1,1,2398,29,3385,36
29,435,1357,716,1,36,1600,2,1,2802,23,3302,50
5,468,332,261,1,29,1925,1,0,700,0,4264,60
8,105,570,247,1,35,877,2,1,2723,10,4612,50
54,479,3299,832,1,36,850,1,1,2728,46,3882,40
54,272,3124,485,1,37,1150,2,1,2773,26,4720,53
5,557,437,641,1,36,1403,1,1,1226,31,3828,58
5,472,314,131,1,20,1914,2,0,336,31,2666,48
15,408,830,100,5,32,1625,2,0,152,25,2655,38
39,10,2117,391,1,37,822,2,0,287,31,1331,23
54,400,3244,261,1,32,1178,2,0,592,14,2264,20
8,574,708,14,1,20,1717,2,0,1323,29,889,10
41,7,2374,1,5,11,2020,2,0,302,25,789,57
26,585,1312,422,5,38,556,2,1,2131,29,4061,43
5,468,327,231,1,28,1600,2,0,471,35,116,12
20,596,1183,552,5,40,1,2,1,2548,6,2660,19
16,247,929,230,1,36,1814,2,1,2810,29,1617,6
8,575,715,130,1,26,1615,2,1,998,46,994,28
