make,model,version,price,fuel,year,kms,shift,is_professional,dealer,province,publish_date,insert_date
29,436,1371,1064,1,36,1234,1,1,1597,27,370,8
5,557,437,490,1,31,1753,2,0,537,25,4660,50
45,299,2694,109,5,25,1352,2,0,426,7,803,3
45,299,2692,158,1,30,1249,2,0,337,48,3587,50
45,84,2680,837,1,40,9,1,1,1162,22,3229,33
25,182,1234,680,5,39,266,2,1,1363,27,4414,47
39,14,2152,275,5,34,1131,2,1,1972,31,4207,54
5,578,477,191,5,19,1717,2,0,777,9,47,48
40,142,2361,1143,7,40,9,1,1,1745,7,4292,58
5,468,327,521,1,36,1383,1,0,259,15,2718,42
8,105,578,446,5,40,1,2,1,1494,7,4586,51
26,492,1298,388,1,34,1417,2,1,853,38,4605,62
54,400,3270,490,5,35,1193,2,0,464,15,2229,39
5,469,336,715,1,35,1173,1,1,1966,7,4239,57
16,102,865,442,5,38,998,2,1,1390,29,911,14
33,157,1575,906,1,35,1643,1,1,2648,32,1615,5
39,27,2205,77,5,26,1875,2,0,49,17,355,18
46,314,2822,850,5,40,75,1,1,2464,7,2987,22
5,472,350,152,5,22,1727,2,0,21,5,2435,35
16,243,885,278,1,35,1545,2,0,1793,0,1380,36
20,197,1105,32,5,26,1775,2,0,5,9,1053,29
46,241,2816,220,5,34,669,2,0,104,29,571,16
54,400,3259,338,5,38,516,2,1,1246,41,4525,63
32,126,1423,832,5,41,5,2,1,1564,50,4401,46
39,10,2101,424,5,37,1427,2,1,1966,7,2104,45
54,392,3234,383,1,36,1690,2,1,1495,16,3106,45
20,506,1138,439,5,37,989,2,0,311,40,745,54
20,596,1184,527,5,39,513,2,1,2370,29,3921,44
39,26,2195,20,5,23,1843,2,0,1291,30,2984,32
54,392,3210,529,1,36,1277,2,1,1390,29,904,4
54,392,3239,978,1,40,114,1,1,2874,3,1295,3
38,83,1933,175,1,27,1392,2,1,1857,45,265,12
8,111,604,534,1,40,2,2,1,918,46,2855,29
38,83,1903,168,5,31,1623,2,1,901,44,3588,57
1,271,27,177,1,30,1679,2,0,1777,30,415,12
8,277,675,123,1,27,1814,1,1,1848,46,1162,18
16,324,1005,868,6,40,2,2,1,1990,29,4246,41
40,142,2360,1022,1,36,1219,1,0,1478,4,3750,38
3,60,200,132,1,28,1943,1,0,466,16,2753,37
39,14,2167,321,1,37,1277,2,1,2451,0,699,3
8,112,516,168,1,31,1690,2,0,427,45,2743,33
16,324,985,585,5,39,410,2,1,2066,25,1872,7
18,149,1094,278,5,26,1741,2,0,462,35,1091,53
8,105,583,168,5,30,1269,2,0,501,7,216,33
54,272,3102,838,5,40,9,1,1,1139,22,2703,31
53,86,2948,447,6,36,887,1,1,1023,7,2549,14
33,169,1653,521,1,29,1835,1,0,546,29,2590,49
3,57,158,609,1,36,1335,2,1,2130,7,4423,49
3,56,59,29,1,19,2001,2,0,729,42,2501,49
3,415,42,252,1,27,1971,1,0,405,21,2371,22
41,137,2388,502,5,39,426,2,1,2038,29,1472,9
8,575,716,193,5,29,457,2,1,2685,39,3766,31
54,392,3238,254,1,35,1813,2,0,245,38,2290,28
45,299,2637,20,5,20,1864,2,0,270,41,2647,49
45,80,2661,558,5,39,496,2,1,2880,29,3877,38
8,114,643,86,5,24,1359,2,0,605,23,1272,19
6,330,501,5,5,27,1654,2,0,1701,37,1549,27
37,417,1861,770,1,39,9,2,1,2860,34,2470,15
53,101,2972,751,6,40,78,1,1,2145,29,3444,30
38,83,1901,612,5,40,6,2,1,2097,29,1046,6
37,512,1870,155,1,20,1791,2,1,2273,38,3971,36
33,158,1603,54,1,21,2005,1,0,257,43,78,11
39,13,2133,148,5,27,1477,2,1,2411,38,4202,59
39,37,2266,439,1,35,1503,2,1,1192,35,957,3
45,338,2746,334,5,35,1310,2,1,2473,31,4683,61
54,272,3069,158,1,26,1864,2,0,1450,31,4117,54
54,272,3034,90,1,22,1675,2,0,211,31,2188,35
39,0,2095,21,5,20,1690,2,0,223,29,3634,33
41,370,2577,126,5,23,1026,2,0,473,29,1181,0
41,175,2402,374,5,38,531,2,1,1568,38,2770,17
38,543,2071,165,1,26,1773,2,1,2226,28,1354,0
5,578,478,210,5,17,1657,2,0,1877,29,3831,34
53,576,3022,252,5,36,1079,2,1,1525,29,3153,26
54,392,3193,59,1,24,2001,2,0,1880,16,2025,56
39,21,2175,811,1,40,9,2,1,1014,44,4867,61
40,142,2362,282,5,23,1509,1,1,2047,7,4804,62
33,150,1495,879,1,39,155,1,1,2657,29,2317,20
54,82,3037,959,1,39,244,1,1,2261,44,2232,10
41,331,2509,145,1,29,1852,2,1,2489,9,956,10
41,137,2388,555,5,39,386,2,1,1506,35,979,15
10,330,739,50,5,24,1560,2,0,584,30,1197,26
54,392,3228,231,1,31,1843,1,0,1909,16,1713,50
8,92,533,405,1,38,432,2,1,2050,1,2741,25
16,324,984,651,5,39,260,2,1,2719,16,4384,60
8,106,563,577,5,40,0,2,1,2682,46,3042,26
54,392,3207,473,1,37,1330,2,1,1131,32,3715,30
5,473,406,1101,5,38,588,1,1,2594,40,2281,15
41,530,2615,53,5,24,1864,2,0,1701,41,4226,47
26,585,1320,210,5,30,778,2,0,319,36,617,5
16,362,1033,39,1,24,2058,2,0,1923,9,250,13
37,555,1877,632,1,37,754,2,0,775,29,1241,36
33,172,1671,1008,1,38,878,1,1,2351,15,3849,44
46,498,2856,644,5,38,1616,1,1,2261,44,1462,10
15,515,852,323,5,37,386,2,1,2796,10,959,1
8,105,581,518,5,40,279,1,1,1574,29,3222,27
41,234,2438,658,1,36,1187,1,1,2272,46,1483,3
38,191,1984,391,5,38,922,2,0,737,48,3798,49
5,562,474,1022,1,35,1430,1,1,2327,12,2918,32
41,331,2373,9,1,19,2063,2,0,278,0,1567,20
33,150,1476,171,5,28,1311,2,0,646,18,501,27
54,514,3329,797,1,35,974,1,1,1073,49,2528,34
53,576,3029,348,6,36,1231,1,1,2154,38,3528,30
26,484,1252,39,1,24,1784,2,0,1302,27,4475,53
45,299,2700,367,5,37,945,2,1,2276,2,2775,26
16,362,1015,77,5,22,1552,2,0,413,4,920,37
54,514,3324,490,1,35,420,2,0,32,29,1134,17
8,309,699,596,1,38,864,2,1,2060,46,3379,30
8,103,540,114,5,29,1545,2,1,949,9,3079,24
41,137,2380,402,5,38,747,2,1,1256,41,3742,33
45,299,2694,77,1,30,1760,2,0,194,15,2414,58
33,150,1484,555,1,37,1134,2,1,1006,29,3943,62
5,468,326,289,1,28,1654,2,0,378,44,260,11
33,172,1674,1099,1,40,85,1,1,2356,4,4595,56
41,175,2404,267,1,37,1262,2,1,2232,29,4617,51
3,60,203,100,1,27,2080,2,0,1770,24,3633,32
41,370,2549,126,1,26,1814,2,1,1080,2,2128,22
16,229,882,336,5,37,1195,2,1,1510,10,1528,41
41,175,2436,558,5,39,120,2,1,1266,31,1863,10
16,362,1008,90,1,26,1914,2,0,328,5,873,6
39,25,2192,11,5,19,43,2,0,190,41,2060,44
33,154,1556,615,1,37,1330,2,1,1002,38,4707,62
41,370,2523,77,1,25,1607,2,0,1679,40,559,11
20,596,1178,331,1,33,1568,2,0,615,4,1033,49
5,472,355,100,5,21,2076,2,0,286,41,3630,57
8,112,618,102,5,29,1591,2,0,356,30,954,5
3,56,67,511,1,37,1484,1,1,1574,29,3647,47
15,36,769,323,5,38,703,2,1,2630,7,1719,5
5,468,335,355,5,28,1828,2,1,2295,29,1267,46
18,68,1071,47,5,17,1696,2,0,1350,32,2555,33
5,559,457,490,1,31,2076,1,0,468,29,80,14
33,151,1507,906,1,40,201,2,1,2058,32,1765,27
5,468,327,570,1,36,1146,2,1,2181,44,683,0
33,161,1620,622,1,35,1643,2,0,250,15,282,3
45,299,2722,9,5,20,1654,2,0,53,2,166,45
3,59,42,375,5,28,1539,2,0,335,9,4553,55
5,472,314,177,5,11,1896,2,0,579,30,3418,57
15,36,772,290,5,38,638,2,1,2479,7,855,11
3,415,286,953,1,36,1350,1,1,1475,29,4874,63
38,302,2018,188,1,33,1517,2,0,696,31,4311,55
3,409,240,837,1,39,412,1,1,2773,26,2312,11
39,42,2297,396,1,36,1745,2,1,1017,30,3429,52
54,272,3069,26,1,19,1971,2,0,611,2,1232,7
8,98,546,23,1,20,1405,2,0,392,31,1980,6
42,482,2624,820,5,11,812,1,0,1395,6,2274,36
33,170,1661,871,5,30,841,1,1,2473,31,2200,30
45,299,2702,453,5,40,68,2,1,2139,9,1123,15
48,323,2883,570,1,38,850,1,0,19,29,1607,60
54,464,3294,614,5,37,505,2,1,2565,29,4128,42
3,63,232,165,1,24,2046,1,0,123,29,3148,26
54,392,3237,409,1,35,1187,2,1,888,29,3992,43
26,484,1283,676,1,37,707,2,0,235,4,1921,4
20,597,1105,244,1,32,1766,2,0,1887,5,4634,59
8,111,612,275,5,37,739,2,1,1224,25,1645,59
32,343,1434,503,5,37,746,2,1,2377,41,3722,33
29,435,1352,1036,6,40,162,1,1,1385,29,3174,23
6,201,497,208,1,32,1585,2,1,1511,29,2311,13
37,396,1778,290,1,19,2030,2,0,1412,23,1908,3
5,474,314,14,1,17,1996,2,0,798,29,3699,55
16,324,999,332,1,30,1523,2,1,1064,29,3094,27
54,528,3372,352,1,34,1981,2,1,1566,29,4346,51
5,472,354,50,5,21,1799,2,1,2275,31,4778,56
47,587,2866,77,5,23,1170,1,0,239,48,1397,7
38,83,1930,546,5,37,529,2,1,2473,29,2052,12
8,111,607,430,1,38,576,2,1,1574,29,1318,16
15,245,817,177,1,35,1753,2,0,1817,7,2103,25
30,433,1404,195,5,23,1766,1,1,2047,7,2847,32
5,472,358,694,1,36,424,1,1,1358,29,2522,39
5,472,349,39,5,19,1799,2,0,16,3,2573,38
39,10,2106,530,1,38,807,2,1,2021,40,2138,10
5,472,360,383,1,31,1294,2,0,1942,29,610,56
39,12,2093,39,1,23,1925,2,0,1887,41,3056,61
5,468,334,278,1,27,1371,2,0,1701,7,689,42
3,52,42,107,5,10,1651,2,0,777,34,113,42
16,243,895,309,5,38,794,2,1,1502,38,2742,42
38,191,1981,254,5,35,965,2,1,2271,7,1068,26
18,149,1094,136,5,26,1854,2,0,277,18,643,48
3,504,306,906,5,34,1277,1,1,1269,2,3720,33
54,392,3208,727,1,38,801,1,1,2571,31,3976,63
45,338,2744,19,1,19,1948,2,0,246,40,2545,21
20,67,1106,90,1,28,40,2,0,214,30,3323,26
39,14,2151,278,5,33,948,2,1,2886,29,4186,63
33,155,1563,261,1,28,1914,2,0,1914,15,181,16
20,597,1186,519,1,39,1095,2,1,2814,30,658,0
41,370,2538,210,1,32,1503,2,1,2822,7,2153,16
39,27,2204,77,1,26,1802,2,0,1769,27,1313,46
46,381,2837,224,1,28,1727,2,1,1375,31,3893,50
16,324,985,671,5,39,669,2,1,1076,2,2821,30
22,203,1201,473,1,27,1733,1,0,29,31,75,3
16,247,937,120,5,28,1651,2,0,566,2,184,11
39,11,2120,50,1,21,1887,2,0,1480,3,476,20
0,38,12,650,5,36,796,1,1,2349,2,1170,4
8,277,679,220,1,32,1657,1,0,7,30,238,31
8,118,659,177,1,26,1925,2,0,444,12,3615,36
8,106,565,532,5,39,267,2,1,2682,46,2108,24
41,370,2527,39,5,20,1294,2,0,174,27,161,16
41,246,2446,193,5,30,1407,2,1,1978,38,3475,47
8,105,551,158,5,33,854,2,0,1425,41,673,8
5,472,352,59,1,26,2097,2,0,468,45,4434,49
39,42,2281,421,1,37,1207,2,1,2463,29,761,6
16,247,921,671,1,39,0,2,1,2102,2,4758,59
39,42,2285,289,6,32,1795,1,0,168,19,1028,1
20,593,1158,148,5,31,1208,2,0,688,48,285,14
29,250,1342,185,1,26,1690,1,1,1685,31,269,17
5,468,314,87,1,25,1943,2,0,171,17,1199,4
8,112,630,340,1,36,1085,2,1,1219,2,1283,14
30,298,1395,132,5,22,1791,2,0,328,29,1845,33
54,519,3346,114,1,25,1895,2,0,32,46,2680,26
45,517,2801,177,5,23,1227,2,0,702,29,2808,47
5,472,364,76,1,21,2021,2,1,1199,5,1949,3
5,474,410,487,1,32,1787,1,1,2495,29,2989,20
45,338,2747,421,5,38,1097,2,1,2270,27,3988,39
53,87,2961,552,1,38,1146,2,1,2633,29,2399,17
45,84,2679,797,1,37,1080,2,1,2618,44,1848,2
41,177,2418,326,5,28,1088,2,0,697,18,837,29
33,157,1574,797,1,31,1477,1,1,2755,0,884,7
54,131,3052,538,4,38,17,2,1,1591,29,974,3
45,299,2727,224,1,34,1249,2,1,1846,18,1821,19
41,285,2466,737,5,39,278,2,1,984,24,4582,48
16,247,861,170,1,31,1690,2,0,649,44,427,22
33,158,1604,244,1,27,1864,1,0,199,44,259,3
8,488,705,820,1,39,458,2,1,2110,43,2613,20
20,594,1166,373,5,39,251,2,1,2100,44,1259,0
33,549,1700,244,1,28,2031,2,0,696,45,4570,61
55,564,3438,352,1,29,1783,2,1,2826,7,1874,39
24,225,1208,862,1,38,1047,2,1,1978,38,3768,50
3,57,115,50,5,18,54,2,0,745,14,2632,19
5,474,410,454,1,33,1863,1,1,1978,38,3998,50
16,324,997,502,1,35,1180,2,1,1975,7,2454,18
53,86,2955,355,6,33,1124,2,1,869,29,1209,5
26,377,1262,730,6,39,444,1,1,1508,29,3064,29
5,562,474,971,1,36,1643,1,1,975,29,1124,5
33,169,1659,822,5,31,1700,1,1,2349,2,4829,55
54,400,3269,270,1,36,1492,2,1,2779,15,2011,22
55,451,3376,140,1,27,1841,2,0,16,12,59,18
44,51,2634,79,1,27,1907,2,1,1188,7,4155,56
5,474,314,124,5,24,2087,1,0,1800,29,1525,6
54,272,3080,274,1,32,1439,2,0,27,7,960,52
18,122,1087,631,5,38,631,2,1,2150,31,4700,56
16,525,1060,231,1,27,1350,2,0,475,13,1746,1
8,111,615,495,5,39,380,2,1,2515,44,4229,45
39,42,2282,355,1,38,1477,2,1,1961,29,2609,38
16,311,980,322,5,39,617,2,1,2727,44,1476,52
5,472,376,357,5,29,1925,2,1,2480,48,962,3
3,60,205,105,5,23,1629,1,0,538,48,289,14
3,60,42,114,5,25,2025,2,0,224,46,3807,53
5,472,356,188,5,26,1784,2,0,655,7,629,1
33,156,1457,95,5,19,1887,1,0,362,32,15,44
3,56,80,781,1,38,801,2,1,2138,30,4438,46
41,331,2510,177,1,31,1852,2,1,2615,32,4509,53
54,119,3043,371,1,32,1678,2,0,605,31,33,4
45,517,2637,23,1,18,2060,2,0,492,38,2042,15
45,338,2754,612,4,39,193,1,1,2336,7,4349,43
5,470,339,612,1,37,1124,2,1,2084,9,1973,4
41,331,2511,152,1,29,1946,2,0,1615,7,2536,37
5,181,317,65,1,21,2001,2,0,50,38,944,4
5,561,467,617,1,29,1702,1,0,380,33,176,19
38,83,1898,32,1,20,1877,2,0,718,18,218,8
16,243,897,227,5,37,780,2,1,2378,25,4196,44
39,391,2327,607,1,40,1,2,1,829,44,3692,35
41,331,2507,47,1,23,1796,2,0,1314,10,390,7
5,468,334,766,1,37,1155,1,1,1982,46,392,2
16,247,955,86,1,27,1895,2,0,410,29,836,50
18,149,1090,155,5,26,1682,2,1,1263,29,2691,31
35,195,1723,352,1,32,1439,2,1,1530,7,4896,61
15,515,850,241,1,37,1475,2,1,1968,29,4799,55
3,59,185,600,1,33,1651,2,0,1480,0,2050,17
41,370,2561,583,1,37,695,2,1,2590,7,3256,25
38,582,2078,325,1,33,1561,2,1,2418,8,4174,57
0,38,10,649,5,38,211,2,1,2859,24,2503,37
55,50,3377,114,5,13,1306,1,0,1804,2,2168,57
54,272,3156,502,1,33,1553,2,1,1979,44,4735,55
50,500,2925,77,5,8,1799,2,0,660,21,1229,1
54,400,3243,5,5,19,1925,2,0,1635,7,2038,11
53,406,3006,905,1,40,3,2,1,2784,47,2905,19
33,150,1476,47,1,19,57,2,0,51,5,499,19
3,56,79,490,1,35,1350,2,1,2890,7,1094,14
39,391,2334,405,1,38,932,2,0,655,16,630,16
8,277,676,163,1,29,1615,1,1,1230,29,1216,9
54,272,3069,248,1,34,1775,2,0,168,21,893,0
39,11,2127,58,5,21,1573,2,1,1042,17,4453,55
38,191,1982,352,5,37,598,1,1,1464,44,4942,60
8,105,566,241,1,37,1661,2,1,1194,12,3980,46
5,471,346,794,1,39,563,2,1,2149,31,844,3
39,391,2320,50,1,25,1925,2,0,682,40,902,4
8,111,608,513,5,39,29,2,1,2892,46,4152,51
45,338,2744,114,1,27,1981,2,0,469,10,2474,12
39,14,2164,241,5,37,885,2,1,891,41,1670,0
16,247,941,239,1,33,1473,2,1,2130,7,3098,22
16,243,890,552,5,39,39,2,1,1985,4,3264,38
54,272,3069,53,1,18,1907,2,0,1762,5,4556,50
53,87,2959,552,5,36,636,2,1,1008,49,1518,22
46,241,2811,465,5,40,1,2,1,2321,7,1144,7
33,171,1667,86,5,20,1962,2,0,1396,7,2391,62
7,24,510,23,5,19,1350,1,0,465,12,3185,56
33,158,1578,59,1,16,2094,1,0,515,38,1965,23
55,566,3450,230,1,25,2019,1,1,2107,28,2332,15
37,356,1811,50,5,26,1350,2,0,559,49,1444,3
8,115,654,738,1,40,0,2,1,1570,2,1242,0
38,192,1999,142,1,35,1453,2,1,888,7,1026,6
38,83,1934,15,1,21,2023,2,1,1376,25,4255,48
53,188,2981,670,6,39,248,1,1,2786,29,2266,15
24,237,1212,972,1,37,863,1,0,192,7,433,44
37,418,1868,224,1,30,1906,2,0,90,32,2563,16
33,170,1663,780,5,29,1690,1,1,1221,31,3446,52
39,28,2218,427,1,36,679,2,0,450,44,2721,33
55,566,3441,1100,1,40,9,1,1,1134,36,246,18
6,88,484,100,5,33,1534,2,0,1661,25,454,12
5,472,379,76,1,6,1712,2,0,1693,29,3359,34
24,556,1231,145,1,24,1600,2,1,1258,29,4730,57
3,415,281,1045,1,36,1477,1,1,1836,29,2127,18
54,272,3135,1016,5,40,78,1,1,2574,35,2904,18
24,237,1210,836,1,36,1132,0,0,1866,31,406,31
16,194,874,50,5,18,1766,2,0,1406,29,797,41
37,417,1837,585,5,38,431,1,1,1966,7,3662,29
39,391,2330,86,1,27,1693,2,0,536,38,3253,54
41,175,2398,97,5,30,1685,2,1,2212,15,2241,17
18,149,1089,124,1,28,1945,2,0,1941,30,1021,17
16,524,1059,427,1,32,1685,2,1,1685,31,3927,42
33,20,1466,50,1,13,2070,2,0,166,9,929,31
53,135,2975,921,5,39,456,1,1,1705,7,4708,51
8,105,551,42,1,28,1943,2,0,225,29,2700,56
8,92,526,301,1,37,1337,2,1,2515,44,2225,14
38,354,2044,168,1,31,1555,2,0,31,25,1086,46
39,10,2104,270,1,35,1371,2,0,1473,9,2102,29
54,514,3334,552,1,35,1068,2,1,1245,35,3884,35
5,473,405,939,1,36,1532,1,1,1966,7,4236,58
16,243,861,237,5,33,659,2,0,200,38,1395,8
3,56,42,95,1,23,2027,2,0,521,42,2599,42
34,581,1716,177,5,22,1623,1,0,259,25,1323,2
8,114,648,349,1,32,1320,2,1,1122,42,1347,13
3,57,151,709,5,39,947,1,1,2473,7,3723,46
7,23,509,68,1,28,1985,1,0,730,5,1238,7
10,313,738,50,5,24,1667,2,1,812,31,917,7
45,338,2750,473,5,36,928,2,1,2864,18,4627,63
45,338,2775,453,1,34,1651,2,1,1824,18,4787,59
33,152,1512,82,1,22,1962,2,0,1418,7,1109,3
8,103,542,276,5,38,852,2,1,2816,10,3863,52
50,548,2927,819,5,41,9,2,1,1050,7,4419,58
54,272,3108,671,1,39,284,2,1,2722,4,3607,42
38,289,2013,751,1,40,5,2,1,2470,46,4026,46
54,392,3225,490,1,35,1644,1,1,2722,4,3065,35
39,37,2272,352,1,36,1430,2,1,68,43,1363,16
16,243,886,86,1,25,1843,1,0,96,35,203,14
41,466,2597,193,5,34,1357,2,1,1351,29,2191,9
45,84,2670,454,5,38,1134,2,1,2247,25,4313,47
45,71,2648,404,1,35,1784,2,1,2762,36,77,11
54,519,3034,198,1,28,1753,2,0,1927,29,1105,41
33,151,1501,819,1,39,300,1,1,954,30,1693,3
8,308,687,196,1,28,29,2,0,36,18,2021,42
33,151,1499,196,1,27,1408,1,0,42,7,3454,54
32,127,1413,195,1,30,1897,2,0,402,21,718,36
3,56,42,109,1,24,1935,2,0,1411,2,439,25
39,25,2193,0,1,21,1925,2,0,1804,20,1362,2
16,247,961,153,1,27,1664,2,1,2857,7,4075,51
41,316,2494,294,1,37,1686,2,1,2163,44,2156,8
54,501,3301,671,5,39,197,2,1,890,29,1826,3
33,147,1474,547,1,39,361,2,1,884,46,2323,35
53,441,3015,754,6,36,758,1,1,2459,35,4594,54
39,28,2233,193,5,30,886,2,1,2277,28,2196,14
54,528,3370,689,1,38,858,2,1,2377,25,4679,54
54,272,3034,165,1,27,1787,2,0,1931,30,3026,59
38,83,1931,567,5,38,783,2,1,1222,29,2881,26
36,486,1776,10,1,25,2089,2,0,781,26,825,53
41,370,2573,585,5,40,0,2,1,1574,29,2092,6
38,191,1963,305,1,36,942,2,0,1315,2,941,27
54,519,3034,237,1,30,1784,2,0,1770,29,577,48
38,354,2046,39,1,25,1814,2,1,2332,44,3635,34
3,57,177,791,1,38,619,2,1,2428,29,698,56
55,117,3380,162,5,22,1412,1,1,2071,7,1798,9
41,137,2381,397,5,39,834,2,1,2871,15,2296,9
38,83,1910,77,5,24,1753,2,0,756,45,2804,33
54,518,3340,383,1,27,1864,1,1,2458,18,2235,19
8,112,627,177,1,32,1753,2,1,2230,38,4223,41
46,381,2830,785,5,40,0,2,1,2878,29,2295,19
45,80,2662,700,5,40,1,2,1,2630,7,2302,23
3,60,199,137,1,22,1904,1,0,295,23,288,11
20,268,1109,60,5,25,1277,2,0,1891,2,2799,61
13,205,748,417,5,37,998,1,0,119,29,313,7
38,83,1896,104,5,26,1746,2,0,1287,44,1613,52
3,57,150,939,1,39,130,1,1,940,36,4422,45
15,495,844,26,1,24,1820,2,0,605,15,2346,26
5,472,350,76,1,22,1753,2,0,1914,18,1804,19
47,591,2868,690,2,40,18,1,1,2666,3,2393,11
54,272,3112,299,1,33,1583,2,0,139,44,167,10
33,158,1600,228,1,26,1874,1,1,1511,29,2665,35
54,400,3275,204,5,37,1320,2,0,307,25,244,16
54,133,3055,1077,1,39,617,1,0,1903,15,2720,16
39,14,2156,241,5,33,1543,2,1,1982,46,3862,33
45,338,2785,716,1,39,439,1,1,2668,29,1854,4
33,353,1690,1147,6,40,324,1,1,985,6,813,4
54,400,3252,148,1,27,1350,2,0,1904,31,4647,52
39,42,2093,261,1,32,1932,2,0,777,29,324,55
24,237,1213,949,1,38,706,1,1,2885,2,4820,55
20,594,1163,241,5,37,1052,2,1,1214,25,3465,43
54,400,3249,105,5,27,1820,2,1,1232,29,4887,59
50,500,2917,132,5,31,1610,2,0,1669,46,563,25
23,215,1206,509,1,37,1753,2,1,2655,29,144,3
33,154,1551,662,1,33,1277,1,1,896,30,3512,44
26,492,1287,99,5,25,1671,2,0,477,31,20,9
38,191,1979,352,5,38,454,2,1,1101,44,1673,25
3,62,227,651,1,32,1657,1,0,140,38,64,1
31,275,1409,1152,5,38,18,1,1,2016,8,613,37
39,49,2306,158,1,28,46,2,0,512,2,1779,3
55,564,3425,615,1,36,903,1,1,2066,25,4567,48
54,272,3077,271,1,32,1824,2,1,1164,22,4657,61
20,322,1123,673,1,39,72,2,1,2042,29,1404,1
45,299,2718,237,1,37,1464,2,1,2779,15,2011,56
45,338,2780,498,5,37,966,1,1,1023,7,4847,57
45,517,2803,68,1,21,1906,2,0,501,35,1827,54
39,28,2212,249,5,35,1346,2,1,1502,38,2261,22
8,107,574,340,1,36,1129,2,1,1220,2,4512,49
54,518,3338,580,1,35,1852,1,1,1210,38,2271,9
8,309,697,333,1,37,1943,2,1,2004,29,1194,25
3,56,84,823,5,39,319,1,1,908,46,1734,27
5,561,467,448,1,30,1864,1,1,1845,31,729,20
20,67,1106,50,1,23,1324,2,0,443,0,2293,34
45,299,2742,196,1,35,1838,2,0,1683,2,608,57
39,21,2183,766,1,37,847,2,1,2126,29,4280,49
46,498,2862,798,1,39,640,1,1,2473,32,4368,46
55,566,3445,917,1,36,1629,1,1,1367,29,865,1
41,317,2500,177,2,32,669,1,0,76,29,2668,34
5,472,358,469,1,36,1610,2,1,1573,29,3292,29
33,152,1521,927,1,39,149,1,1,2520,44,2762,29
54,94,3041,114,1,19,1843,2,1,2381,0,3806,39
15,39,790,315,1,36,1049,2,1,1209,31,3896,49
38,191,1965,323,1,37,666,2,1,962,2,1503,13
18,240,1099,168,1,27,1600,2,0,477,16,1154,59
39,14,2153,191,1,33,1415,2,1,2258,31,3288,29
8,112,628,289,1,33,1439,1,1,2059,9,1540,8
54,400,3245,199,5,32,1610,2,0,788,38,1889,22
54,501,3303,783,5,40,238,2,1,786,44,4055,37
5,474,420,224,1,24,1977,1,0,1897,26,98,13
5,472,391,555,5,30,1717,2,1,2017,7,3646,37
3,60,214,383,1,30,1408,2,0,759,7,918,30
8,575,717,32,1,22,1854,2,0,1631,7,588,57
9,224,727,588,1,40,31,2,1,2625,47,4259,60
20,596,1181,148,1,29,1365,2,0,451,32,996,32
38,180,1952,559,1,40,5,2,1,2335,30,4416,49
41,175,2399,95,1,30,1894,2,1,1202,36,3479,31
20,460,1129,294,1,29,1466,1,1,1964,2,1666,18
5,472,351,318,1,31,1762,2,0,477,16,871,8
46,381,2846,421,1,33,1255,1,1,2473,31,1876,3
15,220,804,258,1,36,1282,2,1,2908,25,2540,12
3,56,107,860,1,40,246,2,1,937,15,2962,20
37,417,1849,210,5,28,1702,1,0,1653,6,375,25
41,175,2394,5,1,20,1843,2,0,1442,43,4943,62
35,195,1725,470,1,36,959,2,1,2782,25,3938,35
29,435,1368,747,1,36,1057,2,1,2886,29,1268,10
5,472,377,177,5,28,1713,2,0,434,22,1339,4
41,370,2582,445,1,36,1052,1,0,1780,2,964,56
38,364,2058,583,1,37,974,2,1,2460,40,2322,31
39,444,2339,920,1,40,2,2,1,2663,7,2432,20
33,170,1664,391,5,23,1839,1,0,1768,44,101,15
16,324,996,502,1,37,1372,2,1,1982,46,4815,61
3,57,124,718,1,37,1293,2,1,1386,35,4260,62
33,151,1507,879,1,40,337,1,1,2872,44,4403,49
26,484,1282,721,1,37,992,2,1,2476,16,4431,48
16,247,950,77,5,26,1712,2,1,1517,10,3352,52
45,84,2670,604,5,39,766,2,1,2186,29,1149,24
38,191,1958,259,5,34,441,2,1,1521,44,79,0
29,436,1376,920,1,35,1814,1,1,2564,7,404,22
45,71,2650,388,1,30,1156,2,1,2561,7,2403,12
41,177,2418,53,5,26,1350,2,0,223,25,1036,22
5,472,352,152,1,27,1919,2,0,1281,7,2699,38
53,576,3022,287,5,36,1140,2,1,2496,38,684,2
3,57,156,763,1,37,1257,1,1,2440,28,646,0
8,112,618,9,5,21,1651,2,0,613,3,3821,35
38,83,1890,77,1,27,1884,2,0,518,31,207,57
5,561,469,879,1,30,1073,1,0,522,49,194,20
16,248,964,91,5,24,1524,2,0,1658,7,2985,58
54,272,3127,26,1,15,548,2,0,465,44,453,45
16,247,922,612,1,39,356,2,1,1122,42,3741,40
45,71,2645,99,1,25,2000,2,1,923,29,2706,50
54,131,3047,353,1,36,1167,2,1,2120,32,4285,41
1,5,21,131,1,28,1792,2,1,2852,5,1727,60
29,216,1333,783,1,33,1453,2,0,1407,9,69,3
33,158,1579,754,1,31,750,2,1,1512,25,4937,60
20,597,1188,532,1,37,28,2,1,1965,29,3684,37
33,151,1504,542,1,35,1280,2,1,2885,2,4467,49
54,400,3260,421,5,37,678,2,1,2884,7,1991,5
55,533,3400,605,1,37,1043,1,1,1574,29,4072,46
38,83,1907,439,5,37,420,2,0,301,29,4004,47
41,175,2421,201,5,37,1234,2,1,864,41,2841,19
54,272,3083,29,5,22,2017,2,0,426,7,2158,18
